price,brand,model,trim,kilometers,year,vehicle_age_years,regional_specs,doors,body_type,fuel_type,seating_capacity,transmission_type,engine_capacity_cc,horsepower,no_of_cylinders,exterior_color,interior_color,warranty,address,country,city,area_name,location_name,latitude,longitude,seller_type
75000,Dodge,Challenger,SXT,94300,2021,3,American Specs,2,Coupe,Petrol,5,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,6,Blue,Black,Does not apply,"Jumeirah Beach Residence (JBR), Dubai, UAE",UAE,Dubai,Jumeirah Beach Residence (JBR),,25.0778021,55.13518094856796,Dealer
115000,Dodge,Challenger,R/T,40700,2022,2,American Specs,2,Coupe,Petrol,5,Automatic Transmission,4000+ cc,400 - 499 HP,8,Grey,Black,Does not apply,"Al Barsha 1, Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,Al Barsha 1,25.116240150000003,55.19403113382224,Dealer
88000,Ford,Mustang,Ecoboost Premium,29600,2021,3,American Specs,2,Sports Car,Petrol,4,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,4,White,Black,Does not apply,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
125000,Ford,Mustang,GT Premium,4800,2022,2,American Specs,2,Sports Car,Petrol,4,Automatic Transmission,4000+ cc,400 - 499 HP,8,Black,Black,Does not apply,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,25.0786415,55.1352524,Dealer
88000,Ford,Mustang,GT,85600,2018,6,American Specs,2,Sports Car,Petrol,4,Automatic Transmission,4000+ cc,400 - 499 HP,8,White,Black,Does not apply,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
77500,Ford,Mustang,Ecoboost,57000,2020,4,American Specs,2,Soft Top Convertible,Petrol,4,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,4,Black,Black,Does not apply,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,25.0786415,55.1352524,Dealer
389000,Mercedes-Benz,S-Class,S 580,44000,2021,3,Other,4,Sedan,Petrol,5,Automatic Transmission,4000+ cc,400 - 499 HP,8,White,Beige,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
125000,Land Rover,Range Rover,Vogue SE,110000,2015,9,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,4000+ cc,400 - 499 HP,8,White,Beige,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
345000,Porsche,Panamera,GTS,60000,2019,5,European Specs,4,Sedan,Petrol,4,Automatic Transmission,4000+ cc,500 - 599 HP,8,Grey,Black,Yes,"Al Jaddaf, Dubai, UAE",UAE,Dubai,Al Jaddaf,,25.2142937,55.324569,Dealer
27000,Nissan,Sunny,SE,66000,2020,4,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,4,White,Beige,No,"Al Muraqqabat, Deira, Dubai, UAE",UAE,Dubai,Deira,Al Muraqqabat,25.2675454,55.3214834,Dealer
57000,Nissan,X-Trail,S,63000,2019,5,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,Silver,Beige,No,"Al Muraqqabat, Deira, Dubai, UAE",UAE,Dubai,Deira,Al Muraqqabat,25.2675454,55.3214834,Dealer
199000,Ford,Mustang,GT Premium,39000,2021,3,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,4000+ cc,500 - 599 HP,8,Black,Unknown,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,25.21762295,55.2782830925684,Dealer
379000,Mercedes-Benz,GT,S,42000,2020,4,GCC Specs,5,Sedan,Petrol,5,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,6,Blue,Unknown,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,25.21762295,55.2782830925684,Dealer
499000,Audi,S7/RS7,RS,10000,2022,2,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+ cc,600 - 699 HP,8,Grey,Black,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,25.21762295,55.2782830925684,Dealer
289000,Land Rover,Range Rover Sport,HST,84000,2020,4,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,,6,Black,Unknown,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,25.21762295,55.2782830925684,Dealer
309000,Land Rover,Range Rover,Autobiography,71000,2020,4,European Specs,5,SUV,Petrol,5,Automatic Transmission,4000+ cc,500 - 599 HP,8,Black,Unknown,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
395000,Ferrari,Other,Other,45000,2002,22,Japanese Specs,2,Coupe,Petrol,2,Automatic Transmission,4000+ cc,400 - 499 HP,12,White,Unknown,No,"The Springs, Dubai, UAE",UAE,Dubai,The Springs,,25.05995825,55.18239787686163,Owner
155000,Land Rover,Range Rover,Other,138000,2013,11,American Specs,4,SUV,Petrol,5,Automatic Transmission,4000+ cc,500 - 599 HP,8,White,Brown,No,"The Springs 10, The Springs, Dubai, UAE",UAE,Dubai,The Springs,The Springs 10,25.058063,55.180799,Owner
550000,Bentley,Mulsanne,Other,59000,2017,7,GCC Specs,4,Crossover,Petrol,5,Automatic Transmission,4000+ cc,500 - 599 HP,12,Silver,Beige,No,"The Springs 6, The Springs, Dubai, UAE",UAE,Dubai,The Springs,The Springs 6,25.0679998,55.1907933,Owner
219000,BMW,X6,xDrive40i,105000,2020,4,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,White,Tan,Yes,"The Springs, Dubai, UAE",UAE,Dubai,The Springs,,25.05995825,55.18239787686163,Owner
389000,Toyota,Land Cruiser,Other,0,2024,0,GCC Specs,4,SUV,Petrol,4,Automatic Transmission,4000+ cc,400 - 499 HP,6,Black,Other Color,Yes,"The Springs 10, The Springs, Dubai, UAE",UAE,Dubai,The Springs,The Springs 10,25.058063,55.180799,Owner
565000,Mercedes-Benz,G-Class,G 63 AMG,63000,2021,3,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,4000+ cc,500 - 599 HP,8,White,Black,Yes,"The Springs 10, The Springs, Dubai, UAE",UAE,Dubai,The Springs,The Springs 10,25.058063,55.180799,Owner
435000,Ferrari,458 Spider,Standard,57000,2013,11,European Specs,2,Hard Top Convertible,Petrol,2,Automatic Transmission,4000+ cc,500 - 599 HP,8,Red,Black,No,"The Springs, Dubai, UAE",UAE,Dubai,The Springs,,25.05995825,55.18239787686163,Owner
209000,Audi,Q8,S-Line,138000,2021,3,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,6,Black,Unknown,Yes,"The Springs 10, The Springs, Dubai, UAE",UAE,Dubai,The Springs,The Springs 10,25.058063,55.180799,Owner
38000,Mazda,2,V Grade,56000,2019,5,GCC Specs,4,Hatchback,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,Blue,Black,Does not apply,"Jumeirah Village Circle (JVC), Dubai, UAE",UAE,Dubai,Jumeirah Village Circle (JVC),,25.0559446,55.20746502861806,Owner
109000,Jetour,Dashing,1.6T Luxury,10,2024,0,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,,4,Grey,Beige,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
175000,Ford,Mustang,GT,55000,2020,4,GCC Specs,2,Coupe,Petrol,0,Automatic Transmission,,400 - 499 HP,8,Silver,Black,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
139000,Audi,S3/RS3,Standard,82000,2019,5,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,Black,Black,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
925000,Lamborghini,Huracan,Other,3000,2020,4,Other,2,Coupe,Petrol,2,Automatic Transmission,,600 - 699 HP,10,Black,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
1390,Lamborghini,Huracan,LP 610-4 Spyder,100,2023,1,Other,2,Soft Top Convertible,Petrol,2,Automatic Transmission,,600 - 699 HP,10,Black,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
1050,Lamborghini,Urus,Standard,8000,2020,4,Other,5,SUV,Petrol,0,Automatic Transmission,,600 - 699 HP,8,White,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
899000,Bentley,Bentayga,Standard,2000,2022,2,Other,5,SUV,Petrol,5,Automatic Transmission,,500 - 599 HP,8,Blue,Unknown,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
995000,Bentley,Continental GTC,Other,900,2021,3,Other,2,Soft Top Convertible,Petrol,4,Automatic Transmission,,600 - 699 HP,12,White,White,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
995000,Bentley,Bentayga,Special Edition,7000,2021,3,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,600 - 699 HP,12,White,Beige,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
450000,Porsche,Carrera / 911,Targa 4 GTS,35000,2019,5,European Specs,2,Soft Top Convertible,Petrol,2,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Grey,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
205900,Mercedes-Benz,A-Class,Other,8268,2023,1,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,4,White,Unknown,Yes,"Dubai Design District, Dubai, UAE",UAE,Dubai,Dubai Design District,,25.189933000000003,55.30201729029881,Dealership/Certified Pre-Owned
695000,Mercedes-Maybach,GLS-Class,GLS 600,24000,2022,2,European Specs,5,SUV,Petrol,4,Automatic Transmission,Unknown,500 - 599 HP,8,Black,Black,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
650000,Audi,RS Q8,Other,600,2023,1,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,Unknown,500 - 599 HP,8,Black,Black,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
2695,Rolls-Royce,Cullinan,Standard,11700,2023,1,European Specs,4,SUV,Petrol,5,Automatic Transmission,Unknown,600 - 699 HP,12,Grey,Unknown,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
1595,Lamborghini,Urus,Other,3300,2023,1,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,Unknown,600 - 699 HP,8,Grey,Black,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
1375,Lamborghini,Huracan,Tecnica,1000,2023,1,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,Unknown,600 - 699 HP,10,Blue,Unknown,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
1050,Porsche,Cayenne,Turbo,0,2024,0,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,Unknown,600 - 699 HP,8,Grey,Unknown,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
1475,Mercedes-Benz,G-Class,G 63 AMG,3000,2023,1,European Specs,5,SUV,Petrol,5,Automatic Transmission,Unknown,700 - 799 HP,8,Black,Black,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
725000,Land Rover,Range Rover,HSE,18000,2023,1,European Specs,5,SUV,Petrol,7,Automatic Transmission,Unknown,500 - 599 HP,10,White,Black,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
395000,Cadillac,Escalade,ESV Platinum,32000,2023,1,European Specs,5,SUV,Petrol,7,Automatic Transmission,Unknown,400 - 499 HP,8,Silver,Black,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
78999,Jetour,Dashing,1.6T Luxury,0,2024,0,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,,4,Black,Black,No,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
435000,Mercedes-Benz,SL-Class,Other,1748,2022,2,Japanese Specs,2,Soft Top Convertible,Petrol,4,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,4,Silver,Unknown,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
219000,BMW,X5,Xdrive 40i,76764,2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,White,Tan,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
395000,BMW,i8,Other,18043,2020,4,European Specs,2,Coupe,Hybrid,4,Automatic Transmission,1500 - 1999 cc,300 - 399 HP,3,Grey,Tan,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
1085,Mercedes-Benz,GLS-Class,Other,31,2024,0,GCC Specs,5,SUV,Petrol,4,Automatic Transmission,3500 - 3999 cc,500 - 599 HP,8,Black,Brown,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
898000,Land Rover,Range Rover,HSE,35,2024,0,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+ cc,500 - 599 HP,8,Green,White,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
415000,Porsche,Cayenne,Platinum Edition,250,2023,1,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,White,Black,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
160000,Porsche,Cayman,Standard,95300,2017,7,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,4,White,Black,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
545000,Mercedes-Benz,GLS-Class,GLS 63 AMG,67363,2021,3,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,4000+ cc,600 - 699 HP,8,White,Beige,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
455000,BMW,5-Series,M5,9320,2022,2,European Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+ cc,600 - 699 HP,8,Black,Black,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
470000,Mercedes-Benz,GLE-Class,GLE 63 S AMG,11500,2021,3,Japanese Specs,4,SUV,Petrol,4,Automatic Transmission,4000+ cc,600 - 699 HP,8,Blue,Black,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
370000,Mercedes-Benz,GLS-Class,GLS 580,23500,2020,4,Japanese Specs,4,SUV,Petrol,4,Automatic Transmission,4000+ cc,400 - 499 HP,8,Silver,Black,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
325000,Land Rover,Range Rover Velar,Other,75373,2020,4,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,4000+ cc,500 - 599 HP,8,White,Unknown,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
445000,Mercedes-Benz,SL-Class,Other,48,2023,1,Japanese Specs,2,Soft Top Convertible,Petrol,4,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,4,Grey,Black,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
690000,Land Rover,Range Rover Sport,Other,51,2023,1,European Specs,4,SUV,Hybrid,5,Automatic Transmission,2500 - 2999 cc,500 - 599 HP,6,Blue,White,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
215000,Nissan,Patrol,SE P2,0,2024,0,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,6,White,Beige,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
288000,BMW,4-Series,440i xDrive Gran Coupe,23703,2023,1,GCC Specs,4,Coupe,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Black,Unknown,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
525000,Bentley,Continental,GT3-R,34307,2015,9,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,4000+ cc,500 - 599 HP,8,White,Black,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
253000,Mercedes-Benz,C-Class,C200,0,2024,0,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,4,Black,Unknown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
431000,Land Rover,Defender,110 HSE,0,2024,0,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,400 - 499 HP,6,White,Tan,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
990000,Land Rover,Range Rover,SV Autobiography,24000,2023,1,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,500 - 599 HP,8,Black,Other Color,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
755000,Land Rover,Range Rover,Vogue HSE,500,2023,1,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,500 - 599 HP,8,Grey,Tan,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
2580,Rolls-Royce,Spectre,Other,0,2024,0,GCC Specs,2,Coupe,Electric,4,Automatic Transmission,,500 - 599 HP,0,Blue,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
295000,Audi,S3/RS3,RS,0,2024,0,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,,400 - 499 HP,5,Other Color,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
832000,Land Rover,Range Rover,Vogue HSE,0,2024,0,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,500 - 599 HP,8,White,Unknown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
26000,Daihatsu,Gran Max,Other,180000,2016,8,GCC Specs,4,Van,Petrol,2,Automatic Transmission,Unknown,Unknown,4,White,Beige,Does not apply,"Al Qusais Industrial 5, Al Qusais Industrial Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Industrial Area,25.2806161,55.3872945,Dealer
43500,Nissan,Urvan,Other,175000,2018,6,GCC Specs,4,Van,Petrol,2,Manual Transmission,,,4,White,Unknown,Yes,"Bur Dubai, Dubai, UAE",UAE,Dubai,Bur Dubai,,25.23559045,55.29672026315799,Owner
14500,SsangYong,Korando,Other,205463,2014,10,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,,4,Gold,Beige,Yes,"Al Mankhool, Bur Dubai, Dubai, UAE",UAE,Dubai,Bur Dubai,Al Mankhool,25.2557676,55.3015053,Owner
35000,Iveco,Daily,Other,238000,2013,11,GCC Specs,4,Van,Diesel,2,Manual Transmission,2500 - 2999 cc,100 - 199 HP,4,White,Unknown,Does not apply,"Al Mankhool, Bur Dubai, Dubai, UAE",UAE,Dubai,Bur Dubai,Al Mankhool,25.2557676,55.3015053,Owner
1690,Lamborghini,Urus,Other,2000,2023,1,GCC Specs,4,SUV,Petrol,4,Automatic Transmission,3500 - 3999 cc,600 - 699 HP,8,Grey,Black,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,25.0786415,55.1352524,Dealership/Certified Pre-Owned
1170,Lamborghini,Huracan,Other,2500,2023,1,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,4000+ cc,600 - 699 HP,10,Yellow,Black,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealership/Certified Pre-Owned
1659,Ferrari,296 GTS,Other,7315,2023,1,GCC Specs,2,Sports Car,Hybrid,2,Automatic Transmission,,800 - 899 HP,6,Red,Black,Yes,"Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,,25.096326,55.1984022,Dealership/Certified Pre-Owned
79000,Mitsubishi,EclipseCross,GLX,0,2024,0,Japanese Specs,5,Crossover,Petrol,5,Automatic Transmission,1000 - 1499 cc,Unknown,4,White,Black,No,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,25.1939625,55.3392449,Dealer
1590,Porsche,Carrera / 911,GT3,300,2023,1,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,,500 - 599 HP,6,Red,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
1290,Land Rover,Range Rover,SV Autobiography,100,2023,1,Other,5,SUV,Petrol,4,Automatic Transmission,,500 - 599 HP,8,Gold,Tan,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
995000,Land Rover,Range Rover,SV Autobiography,100,2023,1,Other,5,SUV,Hybrid,0,Automatic Transmission,,Unknown,8,Black,Tan,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
1250,Land Rover,Range Rover,SV Autobiography,100,2023,1,Other,5,SUV,Petrol,4,Automatic Transmission,Unknown,500 - 599 HP,8,Grey,Beige,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
2490,Rolls-Royce,Cullinan,Black Badge,500,2024,0,GCC Specs,5,SUV,Petrol,4,Automatic Transmission,,500 - 599 HP,12,Green,Yellow,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
2450,Rolls-Royce,Cullinan,Standard,300,2024,0,GCC Specs,5,SUV,Petrol,4,Automatic Transmission,,500 - 599 HP,12,Black,Yellow,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
2250,Rolls-Royce,Cullinan,Black Badge,500,2023,1,GCC Specs,5,SUV,Petrol,4,Automatic Transmission,,500 - 599 HP,12,White,Blue,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
189000,Audi,Q5,S-line,5000,2023,1,Other,4,SUV,Petrol,5,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,4,Grey,Black,Yes,"Al Nahda 2, Al Nahda (Dubai), Dubai, UAE",UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,25.2913041,55.3744578,Owner
